Author_Id,Author_Name,Author_Surename
"31705","Cezary","Orłowski"
"31706","Józef","Judycki"
"31707","Mariusz","Jaczewski"
"31708","Paweł","Szymański"
"31709","Łukasz","Pancewicz"
"31710","Cezary","Orłowski"
"31711","Andrzej","Tejchman"
"31712","Krystyna","Gomółka"
"31713","Ziemowit","Suligowski"
"31714","Włodzimierz","Zieniutycz"
"31715","Dariusz","Dereniowski"
"31716","Wiesław","Kubiak"
"31717","Yori","Zwols"
"31718","Piotr","Kowalik"
"31719","Zbigniew","Korczewski"
"31720","Andrzej","Kaczmarski"
"31721","Karol","Niklas"
"31722","Wladyslaw","Wedzinski"
"31723","Grzegorz","Kostro"
"31724","Izabela","Lubowiecka"
"31725","Agnieszka","Tomaszewska"
"31726","Czesław","Szymczak"
"31727","Wladyslaw","Wedzinski"
"31728","Katarzyna","Tubielewicz"
"31729","Arnis","Sauka"
"31730","Hartwig","Wagemeister"
"31731","Szymon","Grymek"
"31732","Tomasz","Kiczkowiak"
"31733","Zdzislaw","Przewlocki"
"31734","Jacek","Chróścielwski"
"31735","Wojciech","Witkowski"
"31736","Jacek","Krenz"
"31737","Robert","Hirsch"
"31738","Andrzej","Lisak"
"31739","Włodzimierz","Cichy"
"31740","Katarzyna","Mokwa"
"31741","Marek","Przyborski"
"31742","Jerzy","Pyrchla"
"31743","Tomasz","Seramak"
"31744","Katarzyna","Zasińska"
"31745","Beata","Majkowska-Marzec"
"31746","Jakub","Szulwic"
"31747","Marek","Makowski"
"31748","Eugeniusz","Bobinski"
"31749","Teofil","Piwecki"
"31750","Janusz","Zelazinski"
"31751","Wioleta","Błaszczak-Bąk"
"31752","Anna","Sobieraj-Żłobińska"
"31753","Mariusz","Kaczmarek"
"31754","Jędrzej","Nowak"
"31755","Jacek","Rumiński"
"31756","Jerzy","Wtorek"
"31757","Tomasz","Kocejko"
"31758","Piotr","Kowalik"
"31759","Artur","Janowski"
"31760","Jacek","Rapiński"
"31761","Zygmunt","Kurałowicz"
"31762","Michał","Wymysłowski"
"31763","Antoni","Kapuściński"
"31764","Julian","Szymański"
"31765","Teofil","Piwecki"
"31766","D.","Jasieński"
"31767","Agnieszka","Błażko"
"31768","Agnieszka","Błażko"
"31769","Agnieszka","Błażko"
"31770","Agnieszka","Błażko"
"31771","Agnieszka","Błażko"
"31772","Agnieszka","Błażko"
"31773","Agnieszka","Błażko"
"31774","Agnieszka","Błażko"
"31775","Teofil","Piwecki"
"31776","Agnieszka","Błażko"
"31777","Agnieszka","Błażko"
"31778","Jacek","Łubiński"
"31779","Paweł","Śliwiński"
"31780","Wojciech","Szudek"
"31781","Witold","Sterpejkowicz-Wersocki"
"31782","Grzegorz","Graff"
"31783","Jerzy","Jezierski"
"31784","Krause","Karolina"
"31785","Krzysztof","Matyjasik"
"31786","Paweł","Kowalewski"
"31787","Remigiusz","Duszyński"
"31788","Adam","Bolt"
"31789","Karolina","Życzkowska"
"31790","Agnieszka","Błażko"
"31791","Agnieszka","Błażko"
"31792","Agnieszka","Błażko"
"31793","Agnieszka","Błażko"
"31794","Agnieszka","Błażko"
"31795","Agnieszka","Błażko"
"31796","Jacek","Krenz"
"31797","Jacek","Krenz"
"31798","Daniel","Żyła"
"31799","Robert","Rynkiewicz"
"31800","Mariusz","Krzyżanowski"
"31801","Leszek","Dembkowski"
"31802","Zdzisław","Roznerski"
"31803","Roman","Szramka"
"31804","Janusz","Rachoń"
"31805","Sławomir","Makowiec"
"31806","Ryszard","Maciakowski"
"31807","Zbigniew","Kozakiewicz"
"31808","Jacek","Krenz"
"31809","Janusz","Gujski"
"31810","Izabela","Maria"
"31811","Janusz","Gujski"
"31812","Izabela","Maria"
"31813","Zenon","Michalowski"
"31814","Jerzy","Prejzner"
"31815","Lucyna","Nyka"
"31816","Izabela","Maria"
"31817","Janusz","Gujski"
"31818","Janusz","Gujski"
"31819","Janusz","Gujski"
"31820","Janusz","Gujski"
"31821","Janusz","Gujski"
"31822","Jerzy","Prejzner"
"31823","Jerzy","Prejzner"
"31824","Jerzy","Prejzner"
"31825","Jerzy","Prejzner"
"31826","Jerzy","Prejzner"
"31827","Ryszard","Maciakowski"
"31828","Marek","Kochanowski"
"31829","Teofil","Piwecki"
"31830","Zdzislaw","Przewlocki"
"31831","Andrzej","Tejchman"
"31832","Zdzislaw","Przewlocki"
"31833","Stefan","Wojtera"
"31834","Romuald","Cebertowicz"
"31835","Zdzislaw","Przewlocki"
"31836","Stefan","Wojtera"
"31837","Irmina","Toczyłowska"
"31838","Zbigniew","Kozakiewicz"
"31839","Ryszard","Maciakowski"
"31840","Józef","Siuzdak"
"31841","Janina","Grzeskowiak"
"31842","Andrzej","Nurek"
"31843","Irena","Nowosz-Arkuszewska"
"31844","Tadeusz","Pompowski"
"31845","Swietlana","Białłozór"
"31846","Bozena","Bator-Sawicka"
"31847","Jerzy","Jakobs"
"31848","Zbigniew","Klenowicz"
"31849","B.","Ryś"
"31850","Irena","Nowosz-Arkuszewska"
"31851","Kazimierz","Kulesza"
"31852","Tadeusz","Pompowski"
"31853","Irena","Nowosz-Arkuszewska"
"31854","Kazimierz","Kulesza"
"31855","Zbigniew","Klenowicz"
"31856","Andrzej","Tejchman"
"31857","Stefan","Nawrocki"
"31858","Dariusz","Gawin"
"31859","Kazimierz","Trębacki"
"31860","Ryszard","Maciakowski"
"31861","Mikolaj","Wojcik"
"31862","Jan","Zajaczkowski"
"31863","Antoni","Chrzan"
"31864","Henryk","Bugłacki"
"31865","Wojciech","Darski"
"31866","Marian","Borowski"
"31867","Jozef","Domanski"
"31868","Wladyslaw","Piotrowicz"
"31869","Wladyslaw","Piotrowicz"
"31870","Bohdan","Kozerski"
"31871","Paweł","Hempowicz"
"31872","Marek","Karwowski"
"31873","Romuald","Juchniewicz"
"31874","Tadeusz","Pompowski"
"31875","Władysław","Bohdanowicz"
"31876","Jerzy","Walaszkowski"
"31877","Zenon","Hirsch"
"31878","Zygmunt","Jankowski"
"31879","Romuald","Juchniewicz"
"31880","Jerzy","Walaszkowski"
"31881","Władysław","Bohdanowicz"
"31882","Romuald","Juchniewicz"
"31883","Jerzy","Walaszkowski"
"31884","Władysław","Bohdanowicz"
"31885","Romuald","Juchniewicz"
"31886","Jerzy","Walaszkowski"
"31887","Władysław","Bohdanowicz"
"31888","Andrzej","Widuchowski"
"31889","Irena","Nowosz-Arkuszewska"
"31890","Kazimierz","Kulesza"
"31891","Irena","Nowosz-Arkuszewska"
"31892","Irena","Nowosz-Arkuszewska"
"31893","Tadeusz","Pompowski"
"31894","Jozef","Domanski"
"31895","Wladyslaw","Piotrowicz"
"31896","Irmina","Toczyłowska"
"31897","Andrzej","Szubstarski"
"31898","Ryszard","Sieminski"
"31899","Jerzy","Ciepielowski"
"31900","Jerzy","Issajewicz"
"31901","Teofil","Piwecki"
"31902","Zdzislaw","Sokolski"
"31903","Teofil","Piwecki"
"31904","Teofil","Piwecki"
"31905","Romuald","Szymkiewicz"
"31906","Bohdan","Kozerski"
"31907","Mikolaj","Wegrzyn"
"31908","Zbigniew","Kozakiewicz"
"31909","Jerzy","Doerffer"
"31910","Romuald","Juchniewicz"
"31911","Henryk","Strzelecki"
"31912","Jerzy","Walaszkowski"
"31913","Andrzej","Widuchowski"
"31914","Władysław","Bohdanowicz"
"31915","Jozef","Domanski"
"31916","Jadwiga","Lipinska"
"31917","Jerzy","Jakobs"
"31918","Zbigniew","Klenowicz"
"31919","Jacek","Bordziłowski"
"31920","Zbigniew","Klenowicz"
"31921","Jerzy","Jakobs"
"31922","Jacek","Bordziłowski"
"31923","Zbigniew","Klenowicz"
"31924","Jerzy","Jakobs"
"31925","Jacek","Bordziłowski"
"31926","Zbigniew","Klenowicz"
"31927","Jerzy","Jakobs"
"31928","Jacek","Bordziłowski"
"31929","Jacek","Bordziłowski"
"31930","Zbigniew","Klenowicz"
"31931","Jerzy","Jakobs"
"31932","Zbigniew","Muziol"
"31933","Jacek","Bordziłowski"
"31934","Ryszard","Maciakowski"
"31935","Jerzy","Doerffer"
"31936","Lucjan","Palasik"
"31937","Jacek","Bordziłowski"
"31938","Jerzy","Kamrowski"
"31939","Jan","Godlewski"
"31940","Ryszard","Signerski"
"31941","Jan","Kalinowski"
"31942","Jerzy","Jakobs"
"31943","Tadeusz","Szauer"
"31944","Jerzy","Jakobs"
"31945","Marek","Kochanowski"
"31946","Ryszard","Maciakowski"
"31947","Jerzy","Jakobs"
"31948","Marek","Kochanowski"
"31949","Ryszard","Maciakowski"
"31950","Jerzy","Jakobs"
"31951","Marek","Kochanowski"
"31952","Ryszard","Maciakowski"
"31953","Jerzy","Jakobs"
"31954","Tadeusz","Szauer"
"31955","Jacek","Bordziłowski"
"31956","Romuald","Juchniewicz"
"31957","Tadeusz","Pompowski"
"31958","Jerzy","Walaszkowski"
"31959","Henryk","Strzelecki"
"31960","Władysław","Bohdanowicz"
"31961","Tadeusz","Sukowski"
"31962","Tadeusz","Pompowski"
"31963","Jerzy","Jakobs"
"31964","Zbigniew","Klenowicz"
"31965","Tadeusz","Pompowski"
"31966","Jerzy","Jakobs"
"31967","Zbigniew","Klenowicz"
"31968","Jerzy","Jakobs"
"31969","Zbigniew","Klenowicz"
"31970","Anna","Iwaszkiewicz"
"31971","Edward","Wiewiorowski"
"31972","Tadeusz","Pompowski"
"31973","Henryk","Masiakowski"
"31974","Stanislaw","Wisniewski"
"31975","Leszek","Andrukiewicz"
"31976","Tomasz","Biernacki"
"31977","Kazimierz","Kopecki"
"31978","J.","Wysocki"
"31979","Adam","Rumianowski"
"31980","Marek","Sperski"
"31981","Slawomir","Ziolek"
"31982","Stanislaw","Ostrowski"
"31983","Irena","Nowosz-Arkuszewska"
"31984","Barbara","Matynia"
"31985","Wierzba","Czykier"
"31986","Wierzba","Czykier"
"31987","Wierzba","Czykier"
"31988","Barbara","Kasterka"
"31989","Krystyna","Kwiatkowska-Sienkiewicz"
"31990","Zbigniew","Siuzdak"
"31991","Jan","Dobrowolski"
"31992","Bozena","Bator-Sawicka"
"31993","Grzegorz","Blotny"
"31994","Ryszard","Pastuszak"
"31995","Ewa","Kirkor"
"31996","A.","Bogucki"
"31997","Jerzy","Prejzner"
"31998","Eugeniusz","Poplawski"
"31999","Franciszek","Kozera"
"32000","Alojzy","Bujewski"
"32001","Zdzislaw","Przewlocki"
"32002","Stefan","Wojtera"
"32003","Zdzislaw","Przewlocki"
"32004","Józef","Siuzdak"
"32005","L.","Bohdziewicz"
"32006","Janina","Grzeskowiak"
"32007","M.","Kreczko"
"32008","Andrzej","Tejchman"
"32009","Włodzimierz","Cichy"
"32010","Elzbieta","Kloc-Debicka"
"32011","Ewa","Toczyska"
"32012","Franciszek","Bławat"
"32013","Adam","Skrzypek"
"32014","Halina","Różańska"
"32015","Boleslaw","Kosciukiewicz"
"32016","Jan","Krause"
"32017","Piotr","Rajca"
"32018","T.","Grusznis"
"32019","Barbara","Matynia"
"32020","Wierzba","Czykier"
"32021","Wierzba","Czykier"
"32022","Jozef","Domanski"
"32023","Roman","Teszner"
"32024","Jozef","Domanski"
"32025","Ryszard","Dobielewski"
"32026","Ludomir","Jakusz"
"32027","Anna","Malasiewicz"
"32028","A.","Denel"
"32029","Andrzej","Lenart"
"32030","Jerzy","Nagler"
"32031","Wlodzimierz","Libus"
"32032","Teresa","Puchalska"
"32033","Wlodzimierz","Libus"
"32034","Irmina","Uruska"
"32035","Zofia","Libuś"
"32036","Tadeusz","Pompowski"
"32037","Anna","Malasiewicz"
"32038","Zbigniew","Klenowicz"
"32039","Tadeusz","Pompowski"
"32040","Ewa","Kirkor"
"32041","B.","Krasnodomska"
"32042","Ewa","Kirkor"
"32043","Hubert","Jedrzejczak"
"32044","Stanislaw","Szwabski"
"32045","Ryszard","Pastuszak"
"32046","Zbigniew","Klenowicz"
"32047","Jerzy","Kamrowski"
"32048","Zbigniew","Muziol"
"32049","Stanisław","Kandulski"
"32050","Jerzy","Kamrowski"
"32051","Zbigniew","Klenowicz"
"32052","Franciszek","Kozera"
"32053","Barbara","Kasterka"
"32054","Anna","Malasiewicz"
"32055","Tadeusz","Pompowski"
"32056","Anna","Malasiewicz"
"32057","Krystyna","Zwierzak"
"32058","Edward","Borowski"
"32059","Leonard","Falkowski"
"32060","Witold","Mechlinski"
"32061","Tadeusz","Zimiński"
"32062","Carl","W."
"32063","Jacek","Bielawski"
"32064","Włodzimierz","Walczak"
"32065","Marcin","Bomerski"
"32066","Henryk","Czajkowski"
"32067","Piotr","Karpisiak"
"32068","Jerzy","Burczyk"
"32069","Krzysztof","Perczak"
"32070","Jacek","Bordziłowski"
"32071","Jerzy","Kamrowski"
"32072","Zbigniew","Muziol"
"32073","Jerzy","Jakobs"
"32074","Zbigniew","Klenowicz"
"32075","Tadeusz","Pompowski"
"32076","Jerzy","Doerffer"
"32077","Stanislaw","Kubera"
"32078","Eugeniusz","Mausolf"
"32079","Jerzy","Skrzypek"
"32080","Andrzej","Wozniak"
"32081","Tadeusz","Pompowski"
"32082","Jerzy","Jakobs"
"32083","Zbigniew","Klenowicz"
"32084","Tadeusz","Pompowski"
"32085","Kazimierz","Kulesza"
"32086","Zbigniew","Klenowicz"
"32087","Jerzy","Jakobs"
"32088","Andrzej","Lenart"
"32089","Ryszard","Signerski"
"32090","Jan","Kalinowski"
"32091","Ryszard","Signerski"
"32092","Jan","Kalinowski"
"32093","Jerzy","Nagler"
"32094","Jerzy","Rzechuła"
"32095","Jerzy","Nagler"
"32096","Zbigniew","Muziol"
"32097","Zbigniew","Muziol"
"32098","Zbigniew","Muziol"
"32099","Zbigniew","Muziol"
"32100","Roman","Teszner"
"32101","Tadeusz","Szauer"
"32102","Zbigniew","Muziol"
"32103","Jerzy","Kamrowski"
"32104","Zbigniew","Klenowicz"
"32105","Zbigniew","Klenowicz"
"32106","Gabriela","Bednarczyk"
"32107","Jerzy","Kamrowski"
"32108","Anna","Malasiewicz"
"32109","Kazimierz","Kulesza"
"32110","Anna","Malasiewicz"
"32111","Kazimierz","Kulesza"
"32112","Maria","Moczulska"
"32113","Henryk","Warachim"
"32114","Wlodzimierz","Rodziewicz"
"32115","Zenon","Michalowski"
"32116","Wlodzimierz","Rodziewicz"
"32117","Zenon","Michalowski"
"32118","Wlodzimierz","Rodziewicz"
"32119","Zenon","Michalowski"
"32120","Stanislaw","Szpor"
"32121","Tomasz","Biernacki"
"32122","Zbigniew","Klenowicz"
"32123","Barbara","Kasterka"
"32124","Henryk","Krawczyk"
"32125","Andrzej","Ruciński"
"32126","Zbigniew","Klenowicz"
"32127","Jerzy","Jakobs"
"32128","Zbigniew","Klenowicz"
"32129","Anna","Malasiewicz"
"32130","Jerzy","Jakobs"
"32131","Edward","Wiewiorowski"
"32132","Marian","Starzak"
"32133","Edward","Wiewiorowski"
"32134","Marian","Starzak"
"32135","Henryk","Krawczyk"
"32136","Rafał","Staszewski"
"32137","Ligia","Adamowicz-Zasławska"
"32138","Waldemar","Wardencki"
"32139","Waldemar","Wardencki"
"32140","Rafał","Staszewski"
"32141","Edward","Wiewiorowski"
"32142","Zbigniew","Urmanin"
"32143","Henryk","Warachim"
"32144","Tadeusz","Wilczewski"
"32145","Wlodzimierz","Rodziewicz"
"32146","Zenon","Michalowski"
"32147","Mirosław","Męcik"
"32148","Stanislaw","Mydlarczyk"
"32149","Tadeusz","Pompowski"
"32150","Tadeusz","Krupnik"
"32151","Wlodzimierz","Rodziewicz"
"32152","Zenon","Michalowski"
"32153","Teodozyj","Kolasa"
"32154","Waldemar","Wardencki"
"32155","Andrzej","Lenart"
"32156","Józef","Mucek"
"32157","Marek","Chmielewski"
"32158","Tadeusz","Pompowski"
"32159","Tadeusz","Pompowski"
"32160","Romuald","Juchniewicz"
"32161","Rafał","Staszewski"
"32162","Ligia","Adamowicz-Zasławska"
"32163","Waldemar","Wardencki"
"32164","Włodzimierz","Cichy"
"32165","Zbigniew","Muklewicz"
"32166","Zbigniew","Odejewski"
"32167","Wiesław","Odrobiński"
"32168","Jozef","Sowinski"
"32169","Wiktor","Szamin"
"32170","Antoni","Kapuściński"
"32171","Wladyslaw","Buczkowski"
"32172","Wiktor","Szamin"
"32173","Antoni","Kapuściński"
"32174","Piotr","Kowalik"
"32175","A.","Miler"
"32176","Piotr","Kowalik"
"32177","Piotr","Kowalik"
"32178","Józef","Krzyszowski"
"32179","Wlodzimierz","Rodziewicz"
"32180","Zbigniew","Kokot"
"32181","Tadeusz","Pompowski"
"32182","Aleksander","Potocki"
"32183","Edward","Wiewiorowski"
"32184","Tadeusz","Pompowski"
"32185","Tadeusz","Pompowski"
"32186","Wiesław","Wojnowski"
"32187","Teresa","Zieniawa"
"32188","Emilia","Cybulska"
"32189","Edward","Borowski"
"32190","Jerzy","Jakobs"
"32191","Tadeusz","Pompowski"
"32192","Rafał","Staszewski"
"32193","Maria","Wojnowska"
"32194","Wiesław","Wojnowski"
"32195","Tadeusz","Pompowski"
"32196","Zbigniew","Klenowicz"
"32197","Anna","Iwaszkiewicz"
"32198","Krystyna","Zwierzak"
"32199","Andrzej","Baranowski"
"32200","Krystyna","Krause-Baranowska"
"32201","L.","Jehkabson"
"32202","W.","Mokwiński"
"32203","Zygmunt","Schmidt"
"32204","B.","Skarżyński"
"32205","Wieslaw","Szuchnicki"
"32206","Jerzy","Jakobs"
"32207","Zbigniew","Klenowicz"
"32208","E.","Kulesza"
"32209","Tadeusz","Pompowski"
"32210","P.","Trokowicz"
"32211","Zbigniew","Klenowicz"
"32212","Anna","Malasiewicz"
"32213","Tadeusz","Pompowski"
"32214","Jerzy","Grabosz"
"32215","Wladyslaw","Krzyzanowski"
"32216","Janusz","Górski"
"32217","Wojciech","Sokólski"
"32218","Władysław","Bohdanowicz"
"32219","Andrzej","Widuchowski"
"32220","Antoni","Bradtke"
"32221","Tadeusz","Pompowski"
"32222","Zbigniew","Klenowicz"
"32223","Jerzy","Jakobs"
"32224","Anton","Meller"
"32225","Maria","Wojnowska"
"32226","H.","Marecek"
"32227","Tadeusz","Pompowski"
"32228","Zbigniew","Klenowicz"
"32229","Jerzy","Jakobs"
"32230","Barbara","Kasterka"
"32231","Janusz","Górski"
"32232","Zygmunt","Nagiełło"
"32233","Zygmunt","Nagiełło"
"32234","Zygmunt","Nagiełło"
"32235","Marian","Galek"
"32236","Jan","Lewandowski"
"32237","Zbigniew","Dwornikiewicz"
"32238","Ryszard","Krajewski"
"32239","Andrzej","Plotka"
"32240","Boguslaw","Hefczyc"
"32241","Jacek","Kozaka"
"32242","Miron","Karolczak"
"32243","Ryszard","Musial"
"32244","Henryk","Wawrzyniak"
"32245","Barbara","Kasterka"
"32246","J.","Weppe"
"32247","Iwona","Zysnarska"
"32248","Iwona","Zysnarska"
"32249","Zdzislaw","Manitius"
"32250","Jacek","Namieśnik"
"32251","Mieczysław","Bownik"
"32252","Edmund","Kozłowski"
"32253","Edmund","Kozłowski"
"32254","Marek","Biziuk"
"32255","Jerzy","Adamiec"
"32256","Kazimierz","Duzinkiewicz"
"32257","Tadeusz","Dyrga"
"32258","Nadzieja","Kostyk"
"32259","Andrzej","Megger"
"32260","Franciszek","Milkiewicz"
"32261","Jadwiga","Paszota"
"32262","Krzysztof","Fagiewicz"
"32263","Ryszard","Krajewski"
"32264","Ryszard","Krajewski"
"32265","Ryszard","Krajewski"
"32266","Zenon","Boguś"
"32267","Ewa","Sieńkowska-Zyskowska"
"32268","Edmund","Kozłowski"
"32269","Krzysztof","Rosochowicz"
"32270","Janusz","Jagiello"
"32271","Tadeusz","Kolenda"
"32272","Kazimierz","Wituszynski"
"32273","Krzysztof","Rosochowicz"
"32274","Piotr","Szpindor"
"32275","Lech","Nadolny"
"32276","Krzysztof","Rosochowicz"
"32277","Lech","Nadolny"
"32278","Marian","Sobiczewski"
"32279","Krystyna","Sobolewska"
"32280","Jerzy","Doerffer"
"32281","Stefan","Wewiorski"
"32282","Jerzy","Pacześniak"
"32283","Wiesław","Wełnicki"
"32284","Walenty","Milenuszkin"
"32285","Jerzy","Doerffer"
"32286","Jerzy","Madey"
"32287","Jerzy","Doerffer"
"32288","Adam","Korniak"
"32289","Stanislaw","Kubski"
"32290","Lucjan","Palasik"
"32291","Jerzy","Doerffer"
"32292","Walenty","Milenuszkin"
"32293","Jerzy","Doerffer"
"32294","Bohdan","Biernacki"
"32295","Krzysztof","Czerwiński"
"32296","Grzegorz","Mizgier"
"32297","Michal","Wilczopolski"
"32298","Jerzy","Doerffer"
"32299","Stanislaw","Kubera"
"32300","Tadeusz","Borzęcki"
"32301","Eugeniusz","Mausolf"
"32302","Andrzej","Wołoszyn"
"32303","Jerzy","Doerffer"
"32304","Walenty","Milenuszkin"
"32305","Jerzy","Doerffer"
"32306","Ryszard","Erbel"
"32307","Stanislaw","Kubera"
"32308","Lucjan","Palasik"
"32309","Stanislaw","Skrobot"
"32310","Ignacy","Adamczewski"
"32311","Bronisław","Jachym"
"32312","Bronisław","Jachym"
"32313","Henryk","Sodolski"
"32314","Jerzy","Bukowski"
"32315","Bronisław","Jachym"
"32316","Walenty","Milenuszkin"
"32317","Jerzy","Doerffer"
"32318","Stefan","Wewiorski"
"32319","Jerzy","Doerffer"
"32320","Janusz","Ziółkowski"
"32321","Czeslaw","Wielgosz"
"32322","Jozef","Kusmierek"
"32323","Jerzy","Doerffer"
"32324","Henryk","Wojdala"
"32325","Jerzy","Doerffer"
"32326","Jerzy","Madey"
"32327","Andrzej","Sobiborowicz"
"32328","Lech","Kobyliński"
"32329","Krzysztof","Paul"
"32330","Mieczysław","Krężelewski"
"32331","Jerzy","Doerffer"
"32332","Marian","Kolago"
"32333","Tadeusz","Borzęcki"
"32334","Jerzy","Doerffer"
"32335","Tadeusz","Gerlach"
"32336","Zygfryd","Zabinski"
"32337","Janusz","Zandler"
"32338","Wieslaw","Gozdur"
"32339","Walenty","Milenuszkin"
"32340","Lech","Rowiński"
"32341","Bohdan","Biernacki"
"32342","Andrzej","Nowak"
"32343","Mieczyslaw","Sompolski"
"32344","Jerzy","Doerffer"
"32345","Grzegorz","Mizgier"
"32346","Alicja","Czaplewska"
"32347","Janina","Rembowska"
"32348","Ryszard","Sobczak"
"32349","Janina","Rembowska"
"32350","Ryszard","Sobczak"
"32351","Ryszard","Krajewski"
"32352","Zenon","Boguś"
"32353","Ryszard","Krajewski"
"32354","Jerzy","Skrzela"
"32355","Ryszard","Krajewski"
"32356","Jan","Stolz"
"32357","Zenon","Boguś"
"32358","Krzysztof","Gerwin"
"32359","Ryszard","Krajewski"
"32360","Ryszard","Krajewski"
"32361","Ryszard","Krajewski"
"32362","Jerzy","Skrzela"
"32363","Ryszard","Krajewski"
"32364","Jan","Stolz"
"32365","Wiesław","Odrobiński"
"32366","Bohdan","Zadroga"
"32367","Bronislaw","Potulski"
"32368","Zbigniew","Sikora"
"32369","Romuald","Juchniewicz"
"32370","Jerzy","Walaszkowski"
"32371","Wojciech","Sokólski"
"32372","Władysław","Bohdanowicz"
"32373","Andrzej","Widuchowski"
"32374","Jerzy","Kamrowski"
"32375","Andrzej","Zborowski"
"32376","Romuald","Juchniewicz"
"32377","Jerzy","Walaszkowski"
"32378","Romuald","Juchniewicz"
"32379","Jerzy","Walaszkowski"
"32380","Wojciech","Sokólski"
"32381","Władysław","Bohdanowicz"
"32382","Andrzej","Widuchowski"
"32383","Antoni","Bradtke"
"32384","Bronisław","Kempa"
"32385","Janina","Babinska"
"32386","Romuald","Juchniewicz"
"32387","Jerzy","Walaszkowski"
"32388","Władysław","Bohdanowicz"
"32389","Wojciech","Sokólski"
"32390","Andrzej","Widuchowski"
"32391","Ryszard","Krajewski"
"32392","Michal","Czabajski"
